наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Цвет
660 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Отсутствует; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 2; Поясная сумка. На передней стенке два кармана на молнии.Регулируемый ремень для пояса. Габариты: ширина- 22; высота- 18; глубина- 3.";410 р.;13;https://olivi.su/catalog/zhenskie_sumki/660_sumka_zhenskaya/;https://olivi.su/upload/iblock/25a/25ae07501c5123889e6e39695422fd88.jpg https://olivi.su/upload/iblock/68c/68c66df876085a3c54c3fdadfe7f4806.jpg https://olivi.su/upload/iblock/e1b/e1b042b5c2d161b0bba9c4992ac7a842.jpg https://olivi.su/upload/iblock/f04/f04c4ce49f952d009c436939836198c1.jpg ;сер.джинс
659 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках.Два отделения на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 28; высота- 24; глубина- 8.";1 240 р.;13;https://olivi.su/catalog/zhenskie_sumki/659_sumka_zhenskaya/;https://olivi.su/upload/iblock/f16/f165966eef1b91d96980b33f840908e4.jpg https://olivi.su/upload/iblock/5c8/5c87ac09249dea93769fc21d066f4d54.jpg https://olivi.su/upload/iblock/985/985cf727e7642a41a1e2ebd7191e33b8.jpg https://olivi.su/upload/iblock/ed8/ed8267011beb3974ea33913bc2cc7737.jpg https://olivi.su/upload/iblock/8a5/8a5287ec5a65c2e5c6ddedc15bfc2186.jpg https://olivi.su/upload/iblock/697/6970d6abee77bc8cb90f0271157f8415.jpg ;"шок./цветн.;син./цветн.;чер./цветн."
658/1 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне.Формат А4. Одно отделение на молнии. На передней и задней стенке вместительные карманы на магнитной кнопке. Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 35; высота- 24; глубина- 15.";1 270 р.;13;https://olivi.su/catalog/zhenskie_sumki/658_1_sumka_zhenskaya/;https://olivi.su/upload/iblock/af3/af3a92104d3d30f8e2a45e77a9eaa7bb.jpg https://olivi.su/upload/iblock/e15/e15f2815893d2b128609db22d04a39f1.jpg https://olivi.su/upload/iblock/d1b/d1bd7edeb2a8e3588ecca41945b37248.jpg https://olivi.su/upload/iblock/990/990a892a0c43b02102841249ffedba47.jpg ;"беж./цветы;голуб./цветы"
658 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне.Формат А4. Одно отделение на молнии. На передней и задней стенке вместительные карманы на магнитной кнопке. Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 35; высота- 24; глубина- 15.";1 270 р.;13;https://olivi.su/catalog/zhenskie_sumki/658_sumka_zhenskaya/;https://olivi.su/upload/iblock/269/269febed98cb1c2fdae9387376559ebe.jpg https://olivi.su/upload/iblock/f0f/f0f7794e9c08f279869845fb94b623e6.jpg ;син.
657 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка мягкая на комбинированной ручке в виде цепочки, со вставками из экокожи для комфортной носки. Носить сумку можно на плече, через плечо, или в гибридном варианте. Одно отделение на молнии. Формат А4. Задняя стенка: карман на молнии. Внутри: два кармана на молнии, открытый карман. Габариты: ширина- 32; высота- 26; глубина- 9. Главная идея дизайнеров: сделать сумку, которая бы легко подстраивалась под настроение владелицы, ее стиль одежды и ситуацию.";1 070 р.;13;https://olivi.su/catalog/zhenskie_sumki/657_sumka_zhenskaya/;https://olivi.su/upload/iblock/406/40673526f0c02e4e18758a6b5f94aec6.jpg https://olivi.su/upload/iblock/564/5648555574a7537e89878ba086a7ca8d.jpg https://olivi.su/upload/iblock/777/777cb57bcafa33e52c5d6a75b8a8fbc4.jpg https://olivi.su/upload/iblock/826/8266bd36f633dc2d02fbf9affb160295.jpg https://olivi.su/upload/iblock/452/452ca886aad1af404b19f48010e569a8.jpg https://olivi.su/upload/iblock/78c/78ce38ff06e0f99984711955d39e88ab.jpg https://olivi.su/upload/iblock/9c9/9c9f3285637a9fa7c2686a8d7e6437cf.jpg https://olivi.su/upload/iblock/29d/29d6dd188350fb28f0e2ef2d2681d40f.jpg https://olivi.su/upload/iblock/f08/f0828852c89db2a67924ad420c8f6925.jpg https://olivi.su/upload/iblock/865/86557b0b5e99a89d2712ecb5ea2cca3f.jpg https://olivi.su/upload/iblock/345/34505e58e639892f8bdfa62bcc6a4a84.jpg https://olivi.su/upload/iblock/014/0147526c252bfcb181b0c293ae88037c.jpg ;"беж.свет.;пудра тем.;голуб.;кор.свет."
656 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Длинные, Форма жесткости: Мягкая; Сумка женская Оливи, мягкая на двух ручках.Формат А4.Три отделения на молнии. Передняя стенка: вместительный карман на молнии. Задняя стенка: карман на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 32,5; высота- 26; глубина- 12,5.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/656_sumka_zhenskaya/;https://olivi.su/upload/iblock/ad4/ad43849fadb0b5a77b8195ed0eb20819.jpg https://olivi.su/upload/iblock/2ea/2ea42f5f3d3d73f5c2e0edd1754f8f9f.jpg https://olivi.su/upload/iblock/931/93140bd83e188b3c9f32c630c6e2d896.jpg https://olivi.su/upload/iblock/6cc/6ccc6a33514f50932c5f82ceb7991379.jpg https://olivi.su/upload/iblock/111/111a9ad3f91a6be19325eeed4196b634.jpg https://olivi.su/upload/iblock/6f0/6f0ad9ce73a8993edab2846f14cc8452.jpg ;"беж./хаки;син./сирен.;чер./т.беж."
655 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Два отделения на молнии.Передняя стенка: два кармана на молнии. Внутри: карман на молнии, открытый карман.Габариты: ширина- 26,5; высота- 23; глубина- 12,5.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/655_sumka_zhenskaya/;https://olivi.su/upload/iblock/45f/45f45bf0121aacb1e575263f3634b60d.jpg https://olivi.su/upload/iblock/209/209d9b3151dca5ac4fca0949c138d68a.jpg https://olivi.su/upload/iblock/793/79385c2ef1b97cf701ca9a961953ec53.jpg https://olivi.su/upload/iblock/cd7/cd78fdcc793770d30120b99c32022f02.jpg https://olivi.su/upload/iblock/99a/99a42a857e5937aabb7b3e5b32a7326d.jpg https://olivi.su/upload/iblock/06a/06acfbf49635574b27de2c08df5c5ec8.jpg https://olivi.su/upload/iblock/89e/89e1e10909a5d6b9aed96dcbb96dc05c.jpg https://olivi.su/upload/iblock/6a3/6a30af7e1ee9088966b9a201705f396a.jpg ;"беж.;зелен.;кор.;сер."
654 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 2; Поясная сумка. Одно отделение на молнии. На передней стенке вместительный карман на молнии.Регулируемый ремень для пояса и ручкоремень. Габариты: ширина- 18; высота- 10; глубина- 3,5.";550 р.;13;https://olivi.su/catalog/zhenskie_sumki/654_sumka_zhenskaya/;https://olivi.su/upload/iblock/c92/c9240e530c8e433e56553e00d484963d.jpg https://olivi.su/upload/iblock/5b7/5b715b5e20d0bfbf5ed95a18a8f33201.jpg https://olivi.su/upload/iblock/59e/59e2ba7a7ba02ddfdb58601cac8e4a31.jpg https://olivi.su/upload/iblock/b71/b7128946b432f036caf38dc3e43022be.jpg https://olivi.su/upload/iblock/8ae/8ae2346678c120546e9d520040360305.jpg https://olivi.su/upload/iblock/605/605ba017206b0c4033de0a8331480a0d.jpg ;"кор.свет.репт.;син.тем.рогожка;чер.крок."
653 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 2; Сумка женская Оливи, мягкая на комбинированной ручке в виде цепочки, со вставками из экокожи для комфортной носки. Носить сумку можно на плече, через плечо, или в гибридном варианте. Два отделения на молнии. На передней и задней стенке карман на молнии. Внутри: карман на молнии, открытый карман.Габариты: ширина- 26,5; высота- 23; глубина- 12,5.";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/653_sumka_zhenskaya/;https://olivi.su/upload/iblock/f62/f624985dde75f932cc20694d1c5ad3af.jpg https://olivi.su/upload/iblock/f11/f112d60752f0e33c072571a8cc7d0a27.jpg https://olivi.su/upload/iblock/1f6/1f6e9fef4cd5732a7f186e72d5ac9c92.jpg https://olivi.su/upload/iblock/5e6/5e6366b204bf155bafabfc414ad87be4.jpg https://olivi.su/upload/iblock/2be/2bed1edd20c972f85e5a598218c92ef4.jpg https://olivi.su/upload/iblock/148/148d9b24fe01621ea5b837d4e98faed0.jpg ;"беж.;голуб.;кор.метал.;син.;чер."
652 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка мягкая на комбинированной ручке в виде цепочки, со вставками из экокожи для комфортной носки. Носить сумку можно на плече, через плечо, или в гибридном варианте. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 30; высота- 18; глубина- 8,5. Главная идея дизайнеров: сделать сумку, которая бы легко подстраивалась под настроение владелицы, ее стиль одежды и ситуацию.";970 р.;13;https://olivi.su/catalog/zhenskie_sumki/652_sumka_zhenskaya/;https://olivi.su/upload/iblock/d50/d507832e6082ab9fe80f9146d500eb01.jpg;"лаванда;голуб.;лаванда светл.;сер.св.;чер."
651 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Форма жесткости: Мягкая, Количество отделений: 2; Сумка женская Оливи, мягкая на регулируемом ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии,открытый карман. Габариты: ширина-28; высота-24; глубина-6.";1 070 р.;13;https://olivi.su/catalog/zhenskie_sumki/651_sumka_zhenskaya/;https://olivi.su/upload/iblock/c58/c58fc40bcd14568c2570bc473d058868.jpg https://olivi.su/upload/iblock/fe2/fe2ec574fb0391bc3e8dc9b54a5f3f26.jpg https://olivi.su/upload/iblock/45e/45e200479d555922a3b53b8e86bf2eb7.jpg https://olivi.su/upload/iblock/a94/a94e8f8418dfb4746f888d323ca4cca0.jpg https://olivi.su/upload/iblock/e45/e4582f149a08462796b62a473e2b31d2.jpg https://olivi.su/upload/iblock/f9d/f9d0a4f2d72f5fac7898819801550d64.jpg https://olivi.su/upload/iblock/91a/91adb7fb0040b973e030ce0b9dbf9405.jpg https://olivi.su/upload/iblock/149/149bda5ccb3489fa8d21f60f405e9bd5.jpg https://olivi.su/upload/iblock/29b/29b4691389088006937768471627a973.jpg https://olivi.su/upload/iblock/8a6/8a6d996647bd34471628377d1b7bf334.jpg https://olivi.su/upload/iblock/d99/d998e468bcb2f025fccd0efb6d654bc8.jpg https://olivi.su/upload/iblock/0f1/0f1c0f242d2c26f8dde960890e9a71b5.jpg ;"бел.кирпич.;борд.кирпич.;зелен.кирпич.;син.желт.рептил."
650/1 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Три отделения на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты: ширина- 30; высота- 21; глубина- 13.";1 200 р.;13;https://olivi.su/catalog/zhenskie_sumki/650_1_sumka_zhenskaya/;https://olivi.su/upload/iblock/edd/eddc77c877d3690a0642c2c0745487d4.jpg;"беж.св./аква;беж.св./желт.;беж./чер.;сер.св./син."
650 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Три отделения на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты: ширина- 30; высота- 21; глубина- 13.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/650_sumka_zhenskaya/;https://olivi.su/upload/iblock/30e/30efb7c06e7df9dfef6df1b970159fc2.jpg;"бел./корал.;беж./чер.;сер.св./син."
648 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Большая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка кисет женская Оливи, мягкая на регулируемом ручкоремне, застежкой на молнии и шнурке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 25; высота- 30; глубина- 15,5.";1 040 р.;13;https://olivi.su/catalog/zhenskie_sumki/648_sumka_zhenskaya/;https://olivi.su/upload/iblock/48b/48b52bee7e0f78c585c5bd03dbbc0106.jpg https://olivi.su/upload/iblock/71a/71a9c0afe70944bcc04f3ce0bef221aa.jpg https://olivi.su/upload/iblock/084/084fb3fc83632ef681ee369a69736e08.jpg https://olivi.su/upload/iblock/7a7/7a729e853ff30bb0d396d0d623d3e356.jpg https://olivi.su/upload/iblock/f8d/f8dfc1f618da2410b386b48829cf7c15.jpg ;"зелен.;серебр.;син.тем.рогожка;чер."
647 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка кисет женская Оливи, мягкая на регулируемом заплечном ремне и застежкой на шнурке. Внутри: карман на молнии, карман для мобильного телефона.Габариты: ширина- 19; высота- 20; глубина- 11,5.";850 р.;13;https://olivi.su/catalog/zhenskie_sumki/647_sumka_zhenskaya/;https://olivi.su/upload/iblock/f96/f96ff8c4aa53474d5d9d067d76377913.jpg;"беж.свет.;лайм;коралл"
646 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на одной короткой ручке и длинном ручкоремне.Два отделения на молнии с клапаном. Внутри: карман на молнии, открытый карман, карман-перегородка для документов. Габариты: ширина- 25; высота- 15; глубина- 5.";1 010 р.;13;https://olivi.su/catalog/zhenskie_sumki/646_sumka_zhenskaya/;https://olivi.su/upload/iblock/082/0823e5617ba201fe9377a9e3c424bb2b.jpg;"беж.св.рептил.;кор.метал.;кор.свет.репт.;красн.;сер.кружево;сер.лак;син.волна;чер.мат.крок."
645 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, имеет одно основное отделение без застежки. Формат А4. В комплект к сумке идет дополнительная внутренняя сумка на застежке молнии и ручкоремне.Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты основной сумки: ширина- 30; высота- 27; глубина- 11.Габариты внутренней сумки: ширина- 27; высота- 23; глубина- 10.";1 300 р.;13;https://olivi.su/catalog/zhenskie_sumki/645_sumka_zhenskaya/;https://olivi.su/upload/iblock/cd8/cd87fa29bb246a2db68c71008f286981.jpg https://olivi.su/upload/iblock/276/276dce5f792fbce8f30241964a515418.jpg https://olivi.su/upload/iblock/bb2/bb2914c4ff8337c6ccedea19dbebb87c.jpg https://olivi.su/upload/iblock/8e9/8e9bce7609c293ae42547372760426c1.jpg https://olivi.su/upload/iblock/3c4/3c499e594c210a965d81dbfd70f5edf4.jpg https://olivi.su/upload/iblock/60f/60fb7a231fdc188ffdc4914bf94d8753.jpg https://olivi.su/upload/iblock/e2b/e2bf94a8c41c354635451dafa940d202.jpg https://olivi.su/upload/iblock/47c/47c3b4e120fd214ae589080e764db2a1.jpg https://olivi.su/upload/iblock/1ed/1ed24f46e9c9e3a641858ac4d0d5fafd.jpg https://olivi.su/upload/iblock/959/95926905f4503b0cde52f9c6fd1ede31.jpg https://olivi.su/upload/iblock/730/7309f6da08f72cb7fe2c6c6ea8074185.jpg https://olivi.su/upload/iblock/49e/49e0c753ec8b0312dcb3f7e38cc1babb.jpg https://olivi.su/upload/iblock/33e/33e2f0549511d40861060266bc2acf1b.jpg https://olivi.su/upload/iblock/352/352e1f1ddcd069a1ee36bb800c774b45.jpg https://olivi.su/upload/iblock/8d0/8d00542cfb6e065dd8a02b33147f7c1d.jpg https://olivi.su/upload/iblock/47f/47fe1ae4750cbc40276470fe94f855e8.jpg https://olivi.su/upload/iblock/cef/cef2cc3a28e065415e70dced44b54b5f.jpg ;"беж.тем.;бел.;голуб.;лайм;бел./зебра;чер."
644 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке. Одно отделение на молнии с клапаном. Внутри: карман на молнии и открытый карман. Габариты: ширина-17; высота-13; глубина-9.";940 р.;13;https://olivi.su/catalog/zhenskie_sumki/644_sumka_zhenskaya/;https://olivi.su/upload/iblock/848/84879a02c8271404ef7f869a4a0718d0.jpg https://olivi.su/upload/iblock/421/421a6908869b24ca32e98ee470c646cd.jpg https://olivi.su/upload/iblock/255/255fc897e60b867c782b16b2104b182f.jpg ;"красн.;чер."
643 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной регулируемой ручке. Одно отделение на молнии с клапаном. Внутри: карман на молнии и карман для мобильного телефона. Габариты: ширина-20; высота-17; глубина-10.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/643_sumka_zhenskaya/;https://olivi.su/upload/iblock/0c6/0c6be84a010706caf2fe4f706c2cf1f2.jpg;"коф.кружево;розов.крок;сер.кружево"
642 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Три отделения: одно на молнии, два на магнитной кнопке. Внутри: карман на молнии, открытый карман.Габариты: ширина- 28; высота- 24; глубина- 13.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/642_sumka_zhenskaya/;https://olivi.su/upload/iblock/022/022eda4330524b48803e107d8208c944.jpg;"лаванда/борд.;тропич.цветы;кор.волна;кор.метал./шок.;сер.св./син.;син.замш./сер.тем.;чер./лаванда"
641 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, полужесткая на двух ручках и регулируемом ручкоремне.Одно отделения на молнии и 2 дополнительных открытых отделения на магнитной кнопке.Внутри: карман на молнии, карман для мобильного телефона, карман-перегородка.Габариты: ширина-28; высота-20; глубина-12.";1 200 р.;13;https://olivi.su/catalog/zhenskie_sumki/641_sumka_zhenskaya/;https://olivi.su/upload/iblock/06f/06f1a4a3f4b653605480a474e0bad20b.jpg;"беж.крок.;беж.волна;сер.крок.;чер.мат.крок."
640 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Три отделения: одно на молнии, два на магнитной кнопке без подкладки.Внутри: карман на молнии, открытый карман.Габариты: ширина- 28; высота- 24; глубина- 13.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/640_sumka_zhenskaya/;https://olivi.su/upload/iblock/802/8020034732ec38efa35103cc30723386.jpg;кор.джинс.
639 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках.Формат А4.Два отделения на молниях. Задняя стенка: карман на молнии.Внутри: вместительный карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 31; высота- 25; глубина- 14,5.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/639_sumka_zhenskaya/;https://olivi.su/upload/iblock/97b/97bba0aa4c3c86bbb8806027d24ecd45.jpg;"беж.тем.рептил.;борд.мат.крок.;сер.свет.рептил.;чер.крок."
638 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и регулируемом ручкоремне. Одно отделение на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 26; высота- 23; глубина- 13.";1 080 р.;13;https://olivi.su/catalog/zhenskie_sumki/638_sumka_zhenskaya/;https://olivi.su/upload/iblock/e6a/e6a8b7b76b3bc5f35580d4f07e7c1920.jpg https://olivi.su/upload/iblock/7d2/7d2e5f02a08276243775b65753168eb0.jpg https://olivi.su/upload/iblock/c13/c13dbfef5488651aaf6e7238502085c9.jpg https://olivi.su/upload/iblock/563/56366a194a5ee21211a4e862e58c146e.jpg https://olivi.su/upload/iblock/fcc/fcce858b9c011f1a480caed84958002f.jpg https://olivi.su/upload/iblock/060/060529b8af6fc750a88fbb16232d003a.jpg https://olivi.su/upload/iblock/1e5/1e566b214afda4564ff1b7316ff362b9.jpg https://olivi.su/upload/iblock/f1a/f1ac12338171c83c3a4aa89234f23b48.jpg https://olivi.su/upload/iblock/897/8971014b74b69eb2dd34906601bd6bb4.jpg https://olivi.su/upload/iblock/d5f/d5f1c89b704430e0150fafbf6cc752f2.jpg ;"бел./син.красн.желт.;корал./цветн.;бел./цветн;чер./сер.;чер./цветн."
637 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках.Одно отделение на молнии с кнопкой. Внутри: открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 33; высота- 23; глубина- 16.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/637_sumka_zhenskaya/;https://olivi.su/upload/iblock/eb0/eb07f7334ae8792dec7df0a013d8719c.jpg;"беж.;бел.;голуб.;зелен.тем.;коралл;сер."
636 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках.Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии.Внутри: вместительный карман на молнии, открытый карман, карман для мобильного телефона, жесткий карман-перегородка формата А5 для документов. Габариты: ширина- 28; высота- 30; глубина- 14,5.";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/636_sumka_zhenskaya/;https://olivi.su/upload/iblock/45c/45cb5b050431d27b7294f6d656a59266.jpg;"беж./какао;беж.свет./хаки;беж.тем./рыж.кор.;бел./рыж.;кор./шок.;сер.свет./син.;син./лайм;чер./сер.кор."
634 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение на молнии с клапаном на магнитной кнопке. Внутри: карман-перегородка на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 19; высота- 16; глубина- 8.";980 р.;13;https://olivi.su/catalog/zhenskie_sumki/634_sumka_zhenskaya/;https://olivi.su/upload/iblock/79d/79d0073046e4928dcc41433b2319e799.jpg;чер./мат.крок.
633 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке и регулируемом ручкоремне. Одно отделение на молнии с клапаном. Внутри: карман на молнии, открытый карман. Габариты: ширина- 23; высота- 16; глубина- 8.";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/633_sumka_zhenskaya/;https://olivi.su/upload/iblock/1a5/1a5283309aa0f92f13db4daebccf1d11.jpg;"беж.свет.;желт.;красн.;пудра;серебр.;голуб.;чер."
632 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 2; Сумка женская Оливи, мягкая на двух ручках.Формат А4.Два отделения на молнии. Передняя стенка: вместительный открытый карман. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 34; высота- 27; глубина- 10.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/632_sumka_zhenskaya/;https://olivi.su/upload/iblock/f1d/f1d7002738a1430dd18c73371481b60a.jpg;"зелен.тем.рогожка;бел./рыж.;сер.рогожка;сер.св.рогожка;син.джинс"
631 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне.  Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 26; высота- 20; глубина- 13.";1 070 р.;13;https://olivi.su/catalog/zhenskie_sumki/631_sumka_zhenskaya/;https://olivi.su/upload/iblock/dee/deeddd6a1f8804af5842038c330f0a45.jpg;"беж.тем./волны;беж.св./жаккард;зелен.рогож./сирен.цветы"
630 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 1; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри:открытый карман, карман на молнии, карман для мобильного телефона, вместительный жесткий карман-перегородка формата А5 для документов. Габариты: ширина- 35; высота- 23; глубина- 11,5.";1 190 р.;13;https://olivi.su/catalog/zhenskie_sumki/630_sumka_zhenskaya/;https://olivi.su/upload/iblock/c30/c30c612e7440f1f78e8832f374f4ea48.jpg;"беж.крок.;сер.свет.крок.;чер.мат.крок."
629 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух регулируемых ручках.Три отделения на молнии. Задняя стенка: карман на молнии.Внутри: кармана на молнии, карман для мобильного телефона.Габариты: ширина- 26; высота- 20; глубина- 15,5.";1 020 р.;13;https://olivi.su/catalog/zhenskie_sumki/629_sumka_zhenskaya/;https://olivi.su/upload/iblock/f3e/f3ef298d78eb472cc5f532f35b10bbc3.jpg;син.клетка
