наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Цвет
575 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне. Формат А4. Два отделения на молниях. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 31; высота- 25; глубина- 10.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/575_sumka_zhenskaya/;https://olivi.su/upload/iblock/443/443d10ee00372522b381c12aa9a27d7a.jpg;"сер.кор./цветн.;шок.;син./сер.;чер."
571 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 1; Сумка женская Оливи, жесткая на двух ручках и регулируемом ручкоремне. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри:открытый карман, карман на молнии, карман для мобильного телефона, вместительный карман-перегородка.Габариты: ширина- 35; высота- 23; глубина- 13.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/571_sumka_zhenskaya/;https://olivi.su/upload/iblock/2d7/2d7dd23a51df0f034d9a7f6a7865c191.jpg;"рыж.кор.;син.;чер."
565 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение с клапаном. Внутри: карман на молнии, открытый карман. Габариты: ширина- 21; высота- 14; глубина- 6.";900 р.;13;https://olivi.su/catalog/zhenskie_sumki/565_sumka_zhenskaya/;https://olivi.su/upload/iblock/15a/15a321c1b4bb23c0d52e15a9cde8a333.jpg;"борд./лаванд.;чер./красн.;бронз.;красн.;чер./сер.;син.;лаванда"
564 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Формат А4.Три отделения на молнии.Задняя стенка: карман на молнии. Передняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 36; высота- 27; глубина- 16";1 230 р.;13;https://olivi.su/catalog/zhenskie_sumki/564_sumka_zhenskaya/;https://olivi.su/upload/iblock/02b/02b758a1521551639e591e6995718bf5.jpg;рыж.
561 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 23; глубина- 12.";1 110 р.;13;https://olivi.su/catalog/zhenskie_sumki/561_sumka_zhenskaya/;https://olivi.su/upload/iblock/2ca/2caef3cbb668ec604fa35be2f2531ee1.jpg;"беж.тем./крок.;вишнев./крок.;вишнев./камни;кор.свет./крок.;кор.тем./крок.;рыж./плетенка;сер./крок.;син./рептил.;чер./крок."
559 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 36; высота- 25; глубина- 14.";1 160 р.;13;https://olivi.su/catalog/zhenskie_sumki/559_sumka_zhenskaya/;https://olivi.su/upload/iblock/fc7/fc7e5c3ead00682c1efa6038846f8fc8.jpg;"син.;чер."
558 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках регулируемом ручкоремне. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии и карман для мобильного телефона. Габариты: ширина- 24; высота- 16; глубина- 10";950 р.;13;https://olivi.su/catalog/zhenskie_sumki/558_sumka_zhenskaya/;https://olivi.su/upload/iblock/e40/e4084709d44229127f1ed1c91b48cfa6.jpg;"беж.св./горчич.;голуб./син."
552 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках. Формат А4.Три отделения.Одно на молнии, два на магнитной кнопке. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 30; высота- 25; глубина- 10";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/552_sumka_zhenskaya/;https://olivi.su/upload/iblock/765/765f00ab8f9add57bb54d0be7b8be6fe.jpg;сер.кор.рептил.лак.
551 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 28; высота- 24; глубина- 8.";970 р.;13;https://olivi.su/catalog/zhenskie_sumki/551_sumka_zhenskaya/;https://olivi.su/upload/iblock/6e1/6e1b3232e5529ff77ca8d3f43dd6d69c.jpg;"беж.тем.;сер.св."
548 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая, на регулируемом заплечном ремне(110-134 см.) Одно отделение на молнии  с клапаном. Задняя стенка: карман на молнии. Передняя стенка: вместительный карман на молнии.Внутри: карман для мобильного телефона. Габариты: ширина- 18; высота- 19; глубина- 2,5.";840 р.;13;https://olivi.su/catalog/zhenskie_sumki/548_sumka_zhenskaya/;https://olivi.su/upload/iblock/560/560ed26242d002b4f087a4e2cf1ba19d.jpg;"горчич.;красн."
546 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 33; высота- 25; глубина- 12.";1 160 р.;13;https://olivi.su/catalog/zhenskie_sumki/546_sumka_zhenskaya/;https://olivi.su/upload/iblock/a37/a37295c3fa8c648667dca977b0a6dbea.jpg;"бордо;чер./цветн.;кор.свет.;шок.;сер.св./цветн.;син.;чер."
544 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на одной ручке. Одно отделение на молнии. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 25; высота- 17; глубина- 7.";930 р.;13;https://olivi.su/catalog/zhenskie_sumki/544_sumka_zhenskaya/;https://olivi.su/upload/iblock/de6/de64646454712466ea734e858dd973de.jpg;беж./камни мелк.
543 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 24; глубина- 9.";970 р.;13;https://olivi.su/catalog/zhenskie_sumki/543_sumka_zhenskaya/;https://olivi.su/upload/iblock/4f6/4f62bdb73688243714e69af02ea52e07.jpg;горчич./рыж.
539/1 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение на молнии с клапаном на магнитной кнопке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 22; высота- 16; глубина- 7.";890 р.;13;https://olivi.su/catalog/zhenskie_sumki/539_1_sumka_zhenskaya/;https://olivi.su/upload/iblock/6ec/6ec6c04f181764fe6b7b13a04572d886.jpg;беж.тем.
539 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение на молнии с клапаном на магнитной кнопке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 22; высота- 16; глубина- 7.";910 р.;13;https://olivi.su/catalog/zhenskie_sumki/539_sumka_zhenskaya/;https://olivi.su/upload/iblock/a8b/a8bbfdec5ffc1d29553c25ef1f3e29f1.jpg;чер.руда
536 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и ручкоремне. Формат А4.Два отделения на молниях. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 24; глубина- 12.";1 080 р.;13;https://olivi.su/catalog/zhenskie_sumki/536_sumka_zhenskaya/;https://olivi.su/upload/iblock/42b/42bfd49b078d866c33d48915653356fe.jpg;"беж.;кор.;шок.;сер.;син.;чер."
534 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 3; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Формат А4.Три отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман-перегородка, карман на молнии, карман для мобильного телефона. Габариты: ширина- 33; высота- 23; глубина- 12.";1 150 р.;13;https://olivi.su/catalog/zhenskie_sumki/534_sumka_zhenskaya/;https://olivi.su/upload/iblock/069/069ec6f9916c3a24d8b92ca667af4ffd.jpg;"беж.крок.;кор.рептил.мат.;сер.кор.рептил.лак.;син.рептил."
532 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 30; глубина- 12,5.";1 040 р.;13;https://olivi.su/catalog/zhenskie_sumki/532_sumka_zhenskaya/;https://olivi.su/upload/iblock/d75/d75b9cf06a3c59e8be4a96d73f8c5104.jpg;"чер./кор;чер./сер.беж.;сер.тем./замш.;чер."
528 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на двух ручках и ручкоремне. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 33,5; высота- 22,5; глубина- 12.";1 010 р.;13;https://olivi.su/catalog/zhenskie_sumki/528_sumka_zhenskaya/;https://olivi.su/upload/iblock/567/56723b7e84bc8def08658a4f005a91f5.jpg;"горчич./рыж.;зелен./чер.;чер./сер.кор.;кор.свет./шок.;сер.кор./чер;син./чер.;чер."
523 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Регулируемые, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на регулируемом заплечном ремне.Три отделения на молнии с клапаном на магнитной кнопке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 27; высота- 16; глубина- 6.";1 050 р.;13;https://olivi.su/catalog/zhenskie_sumki/523_sumka_zhenskaya/;https://olivi.su/upload/iblock/7dc/7dcf180e739566754239b11d8cc70fdb.jpg;"вишнев.рептил.;зелен.мат.крок.;син.крок.;чер.мат.крок.;чер.крок."
519 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 47; высота- 36; глубина- 15.";1 250 р.;13;https://olivi.su/catalog/zhenskie_sumki/519_sumka_zhenskaya/;https://olivi.su/upload/iblock/cd0/cd069af500392a31d14ed811d386a304.jpg;"зелен.тем.рогож.;бел./рыж.;сер.тем.;чер."
517 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Мягкая, Количество отделений: 3; Сумка женская Оливи, мягкая на одном заплечном ремне. Одно отделение на молнии плюс дополнительные два кармана.(на молнии и на магнитной кнопке) Внутри: карман на молнии,открытый карман и карман для мобильного телефона. Габариты: ширина-28; высота-24; глубина-6.";980 р.;13;https://olivi.su/catalog/zhenskie_sumki/517_sumka_zhenskaya/;https://olivi.su/upload/iblock/ba3/ba3f8dad1670a6cd6e4d6e8e3b98d33c.jpg;беж.тем.камни мелк.
514 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках и ручкоремне. Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 37; высота- 31; глубина- 14.";1 060 р.;13;https://olivi.su/catalog/zhenskie_sumki/514_sumka_zhenskaya/;https://olivi.su/upload/iblock/e77/e77f958f875443707d90662172cdff0c.jpg;шок./рыж.
513 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Жесткая, Количество отделений: 2; Сумка женская Оливи, жесткая на двух ручках и ручкоремне. Два отделения на молниях. Задняя стенка: карман на молнии. Внутри:открытый карман, карман на молнии, карман для мобильного телефона.Габариты: ширина- 31; высота- 20; глубина- 14.";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/513_sumka_zhenskaya/;https://olivi.su/upload/iblock/0b7/0b78619bf0ec89f1490caf6e76653cd1.jpg;"малахит.рептил.;сер.крок.;сер.рептил.;чер.крок./лак"
502 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 26; высота- 21; глубина- 8.";960 р.;13;https://olivi.su/catalog/zhenskie_sumki/502_sumka_zhenskaya/;https://olivi.su/upload/iblock/700/7005d2378867b7be2bcca77ef1233560.jpg;"беж.св.рептил.;сер.волна;чер.крок."
500 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Одно отделение на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 32/38; высота- 25; глубина- 12.";1 120 р.;13;https://olivi.su/catalog/zhenskie_sumki/500_sumka_zhenskaya/;https://olivi.su/upload/iblock/9fe/9fe65d64434de6a97beffedda40a9746.jpg;беж.св./горчич.
478 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, имеет одно основное отделение без застежки. Формат А4. В комплект к сумке идет дополнительная внутренняя сумка на застежке молнии и ручкоремне(85 см.).Внутри: карман на молнии, открытый карман, карман для мобильного телефона.Габариты основной сумки: ширина- 25,5; высота- 27; глубина- 16.Габариты внутренней сумки: ширина- 24; высота- 21; глубина- 13.";1 210 р.;13;https://olivi.su/catalog/zhenskie_sumki/478_sumka_zhenskaya/;https://olivi.su/upload/iblock/d03/d03308903cd2816bbb4ad25bcfaa194e.jpg;син.цветы
476 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках. Два отделения на молниях. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 37; высота- 23; глубина- 10.";980 р.;13;https://olivi.su/catalog/zhenskie_sumki/476_sumka_zhenskaya/;https://olivi.su/upload/iblock/f2f/f2fea1a1a3e4331c530bda5518da1d46.jpg;"какао/цвет.;чер./цветн."
471 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Формат А4.Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 36; высота- 24,5; глубина- 14.";1 090 р.;13;https://olivi.su/catalog/zhenskie_sumki/471_sumka_zhenskaya/;https://olivi.su/upload/iblock/0ed/0edf32d9a7f863e357e0176d504e689e.jpg https://olivi.su/upload/iblock/70b/70bf82aec32ffa4bd7b056be6682223d.jpg https://olivi.su/upload/iblock/286/2866afd03668144d65296dcd7badd447.jpg https://olivi.su/upload/iblock/2b1/2b17771325d1e233fd0e72a2e52b4b33.jpg https://olivi.su/upload/iblock/6f2/6f28ffac7e2fe86b4659174c3fd55890.jpg https://olivi.su/upload/iblock/6cd/6cd6a2a9ae6af2a19f8680a7027eb6af.jpg ;"какао/кор.;чер./кор.,сер.,т.беж;чер./кор.сер.рыж;кор./сер.кор."
470 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение на молнии с клапаном на магнитной кнопке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 22; высота- 16; глубина- 7.";830 р.;13;https://olivi.su/catalog/zhenskie_sumki/470_sumka_zhenskaya/;https://olivi.su/upload/iblock/86e/86e4a05e2048821417f3bc34200faa63.jpg;"лаванда/син.сер.;желт./лайм;кор./сер.беж.;чер."
469 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на одной ручке. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии.Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 37; высота- 32; глубина- 12.";1 130 р.;13;https://olivi.su/catalog/zhenskie_sumki/469_sumka_zhenskaya/;https://olivi.su/upload/iblock/67a/67ac93a19814240700ed9afb0e591090.jpg;"беж./цветн.;беж.тем./цветн.;чер./цветн.;кор./цветн.;кор.свет./цветн.;син./цветн.;чер."
458 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Формат А4. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 23; глубина- 9.";1 080 р.;13;https://olivi.su/catalog/zhenskie_sumki/458_sumka_zhenskaya/;https://olivi.su/upload/iblock/89c/89c7cb72ff2b68cf577d4dce67836f14.jpg;"борд./крок.;кор./рептил.;син./крок.;чер./крок."
450 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4. Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 42; высота- 25; глубина- 12,5.";1 220 р.;13;https://olivi.su/catalog/zhenskie_sumki/450_sumka_zhenskaya/;https://olivi.su/upload/iblock/450/450d7ff3712188a56e1dacf2e3402b1f.jpg;"чер./сер.беж.,шок.;сер./кор.,чер.;кор.свет./кор.шок.;чер."
449 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 34; высота- 22; глубина- 12.";1 150 р.;13;https://olivi.su/catalog/zhenskie_sumki/449_sumka_zhenskaya/;https://olivi.su/upload/iblock/47b/47bad4ac7333c6c7348ea2676e97f189.jpg;"беж.тем.камни мелк.;кор.тем.крок.;чер.мат.крок."
441 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Короткие, Форма жесткости: Мягкая, Количество отделений: 2; Сумка женская Оливи, мягкая на двух ручках и ручкоремне. Формат А4. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 41; высота- 29; глубина- 12,5.";1 220 р.;13;https://olivi.su/catalog/zhenskie_sumki/441_sumka_zhenskaya/;https://olivi.su/upload/iblock/493/493ac5774ddcc15be3e6c18f24b2fafd.jpg;"беж./какао;кор.свет./шок.;сер./син.;син.замш./сер.тем.;чер."
440 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 33; высота- 24; глубина- 12.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/440_sumka_zhenskaya/;https://olivi.su/upload/iblock/760/760c4cb76173e6001d95a3a8adbebb69.jpg;"вишнев.камни;чер.крок.;кор.кирпич.;кор.свет./шок.;кор.тем.крок.;чер.кирпич."
438 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии,открытый карман, карман для мобильного телефона. Габариты: ширина- 32; высота- 23; глубина- 9.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/438_sumka_zhenskaya/;https://olivi.su/upload/iblock/496/49665b4c2bede255bc7c1a399253223f.jpg;кор.свет./шок.
435 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 30; высота- 24; глубина- 12.";1 090 р.;13;https://olivi.su/catalog/zhenskie_sumki/435_sumka_zhenskaya/;https://olivi.su/upload/iblock/939/93907b002fd4ce9d98ae0366df1e819e.jpg;"беж./рептил.;беж./крок.;кор./крок.;кор.свет./крок.;чер./рептил.лак."
431 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4.Одно отделение на молнии. Задняя стенка: карман на молнии. Внутри: карман на молнии, открытый карман, карман для мобильного телефона. Габариты: ширина- 30; высота- 26; глубина- 10.";1 080 р.;13;https://olivi.su/catalog/zhenskie_sumki/431_sumka_zhenskaya/;https://olivi.su/upload/iblock/c26/c26847205bb09f257a11fe5f3cc7f38a.jpg;"кофе/беж.;сер.кор./сер.беж."
424 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Средняя, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 3; Сумка женская Оливи, полужесткая на двух ручках . Три отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман-перегородка, карман на молнии, карман для мобильного телефона. Габариты: ширина- 33; высота- 23; глубина- 12.";1 100 р.;13;https://olivi.su/catalog/zhenskie_sumki/424_sumka_zhenskaya/;https://olivi.su/upload/iblock/435/435854239175046e919d3849dba2256a.jpg;"борд.черепаха;кор.тем.крок.;кор.свет.крок.;сер.тем.черепаха;чер.крок."
412 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Маленькая, Ручки: Длинные, Форма жесткости: Жесткая, Количество отделений: 1; Сумка женская Оливи, полужесткая на заплечном ремне. Одно отделение на молнии с клапаном на магнитной кнопке. Внутри: карман на молнии, карман для мобильного телефона. Габариты: ширина- 20; высота- 16; глубина- 7.";800 р.;13;https://olivi.su/catalog/zhenskie_sumki/412_sumka_zhenskaya/;https://olivi.su/upload/iblock/3fa/3fa0fe43d6082b74338a5210c405a529.jpg;"борд.крок.;кор.тем.крок.;розов.крок;сер.рептил.;сер.крок.(654);чер.рептил.лак."
402 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Мягкая, Количество отделений: 1; Сумка женская Оливи, мягкая на двух ручках. Формат А4. Одно отделение на молнии. Внутри: открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 37; высота- 28; глубина- 14,5.";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/402_sumka_zhenskaya/;https://olivi.su/upload/iblock/065/065e8ec814530eb5232bfa7b600897a5.jpg;"какао/беж.;бел./пудра;шок./св.кор.;чер."
379 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Формат А4: Да, Размер: Большая, Ручки: Средние, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках. Два отделения на молнии. Формат А4. Задняя стенка: карман на молнии. Передняя стенка: карман с клапаном на замке-вертушке. Внутри:  открытый карман, карман на молнии, карман для мобильного телефона. Габариты: ширина- 34; высота- 26; глубина- 12.";1 220 р.;13;https://olivi.su/catalog/zhenskie_sumki/379_sumka_zhenskaya/;https://olivi.su/upload/iblock/0e7/0e784814d0a77a3ca35bd0c5d8f17bed.jpg;"кор.;син."
376 Сумка женская;"Материал изделия: Экокожа, Материал подкладки: Текстиль; Размер: Средняя, Ручки: Короткие, Форма жесткости: Полужесткая, Количество отделений: 2; Сумка женская Оливи, полужесткая на двух ручках и ручкоремне. Два отделения на молнии. Задняя стенка: карман на молнии. Внутри: карман-перегородка на молнии, карман на молнии, карман для мобильного телефона. Габариты: ширина- 30; высота- 22; глубина- 10.";1 170 р.;13;https://olivi.su/catalog/zhenskie_sumki/376_sumka_zhenskaya/;https://olivi.su/upload/iblock/ce0/ce072fcd60daa1ac9e60d99e23703b40.jpg;"беж.тем./чер.;кор.свет./шок.;чер."
