наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Вес
Конфеты Удивительная Сибирь грильяжная вз;"Глазированные шоколадной глазурью конфеты с грильяжным корпусом продолговатой прямоугольной формы. Конфеты производятся с использованием натурального пчелинного мёда.СОСТАВ: ядро кедрового ореха, шоколадная глазурь (сахар, какао тертое, какао-масло, какао-порошок, эквивалент какао-масла, эмульгатор — лецитин, ароматизатор пищевой «Ванилин»), мед, масло из коровьего молока.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  16,0 г; ЖИРЫ – 44,0 г; УГЛЕВОДЫ –  32,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  590 ККАЛ/2470 кДж ГОСТ 4570, ТР ТС 021/2011  УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";794.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848139;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/a1733d0e2eaba46d6416265d7a11790d.jpg;500
Карамель Фруктовая россыпь-тянучки 2.0 вз г-;"Форма карамели продолговатая прямоугольная, различных цветов и вкусов, с добавлением желатина. СОСТАВ: сахар, патока, кокосовое масло, желирующий агент — желатин, регулятор кислотности — кислота лимонная, ароматизатор пищевой «Фруктовое ассорти», краситель пищевой натуральный Е120.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 1,0 г; ЖИРЫ – 5,0 г; УГЛЕВОДЫ – 90,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  410 ККАЛ/1720 кДж ГОСТ 6477-88, ТР ТС 021/2011 УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";122.60 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848138;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/41e0bec23f917b2d94b1514f86502bd4.jpg;500
Карамель Удачного взлета, друзья! 2.0 вз г-;"Леденцовая карамель продолговатой прямоугольной формы. СОСТАВ: сахар, патока, регулятор кислотности - кислота лимонная, ароматизатор пищевой «Цитрусовый», краситель пищевой Е160b.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 95,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ / 1590 кДж ГОСТ 6477-88, ТР ТС 021/2011    УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";91.55 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848137;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/d5941ed87f7bc10c7d115cae4a938b62.jpg;500
Карамель Удачного взлета, друзья! 0.2 фас;"Леденцовая карамель продолговатой прямоугольной формы. СОСТАВ: сахар, патока, регулятор кислотности - кислота лимонная, ароматизатор пищевой «Цитрусовый», краситель пищевой Е160b.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 95,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ / 1590 кДж ГОСТ 6477-88, ТР ТС 021/2011    УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";38.15 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848136;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/674408bf8a646736e915873db601889a.jpg;200
Карамель Саянская груша 0.2 фас;"Леденцовая карамель продолговатой прямоугольной формы. СОСТАВ: сахар-песок, патока крахмальная, регулятор кислотности - кислота лимонная , ароматизаторы, идентичные натуральным: «Груша», «Мятный»; краситель пищевой Е142.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 96,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ/1590 кДж ГОСТ 6477-88,ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";38.15 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848134;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/832b9cc7f088831deeb2a41d421e2f59.jpg;200
Карамель Саянита с барбарисовым вкусом 2.0 вз г-к;"Леденцовая карамель продолговатой прямоугольной формы.СОСТАВ: сахар, патока, регулятор кислотности - кислота лимонная, ароматизатор пищевой «Барбарис», краситель пищевой Е120.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 95,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ/1590 кДж ГОСТ 6477-88, ТР ТС 021/2011  УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";95.88 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848132;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/3a912d3562c271ba91d1b8618ca6ccdd.jpg;500
Карамель Саянита с барбарисовым вкусом 0.2 фас;"Леденцовая карамель продолговатой прямоугольной формы.СОСТАВ: сахар, патока, регулятор кислотности - кислота лимонная, ароматизатор пищевой «Барбарис», краситель пищевой Е120.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 95,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ/1590 кДж ГОСТ 6477-88, ТР ТС 021/2011  УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";40.10 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848131;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/bf37990aa28bd80c4e4eb31eed1f07e9.jpg;200
Карамель Саянская груша 2.0 вз г-к;"Леденцовая карамель продолговатой прямоугольной формы. СОСТАВ: сахар-песок, патока крахмальная, регулятор кислотности - кислота лимонная , ароматизаторы пищевые: «Груша», «Мятный»; краситель пищевой Е142.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 0 г; ЖИРЫ – 0 г; УГЛЕВОДЫ – 96,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  380 ККАЛ/1590 кДж ГОСТ 6477-88, ТР ТС 021/2011  УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";91.55 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848125;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/224f7f5af0101dd95aaa613dcfc29bf2.jpg;500
Карамель Фруктовая россыпь-тянучки;;128.80 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848124;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/aa4e3c33f3166a80bfaf93aef13e49b4.jpg;500
Конфеты Енисейские морозы вз;"Неглазированные конфеты круглого или прямоугольного сечения. Корпус состоит из пралине с добавлением вфельной крошки.СОСТАВ:  сахар-песок, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин соевый), жир кондитерский, ядро арахиса жареное тертое, какао-порошок, ароматизатор пищевой «Коньяк с ромом».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 8,0 г; ЖИРЫ –  29,0 г; УГЛЕВОДЫ – 58,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  530 ККАЛ/2220 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";85.33 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848123;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/56336093248cac37aca2c04ef7d67cff.jpg;500
Конфеты Храбрый кот 2.0 вз г-к;"Конфеты, глазированные шоколадной глазурью, со сбивной начинкой между слоями вафель с добавлением воздушных зёрен кукурузы.СОСТАВ: шоколадная глазурь, сахар-песок, жир кондитерский,  мука пшеничная (обжаренная), какао-порошок, воздушные зерна кукурузы, вафельный лист (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин соевый), ароматизатор пищевой «Тоффи шоколадный», регулятор кислотности - кислота лимонная.  ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  4,0  г; ЖИРЫ – 35,0 г; УГЛЕВОДЫ -  54,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 г: 540 ККАЛ/2260 кДж ГОСТ  4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";225.30 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848122;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/2609828630e4f03979c8473ab42ced16.jpg;500
Конфеты Храбрый кот и ключик вз;"Неглазированные конфеты в виде батончиков круглого сечения. Представляют собой пралине с добавлением ржаной муки и сухой сыворотки. Обладают приятным вкусом с ароматом сгущенного молока. Состав: Сахар-песок, кондитерский жир, мука ржаная (обжаренная), сыворотка сухая молочная, какао-порошок, ядро ореха фундука жареное дробленое, кокосовое масло, ароматизатор, идентичный натуральному ""Вареная сгущенка"", лецитин.";95.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848120;https://24-ok.ru/images/lots/2017_lots/02/10/09/41/88512/f118ff7305e672d828daa0a8a0021a87.jpg;500
Конфеты Краскоша ореховый вз;"СОСТАВ:  сахар-песок, жир специального назначения, ядро арахиса жареное тертое, мука пшеничная (обжаренная), какао-порошок, патока крахмальная, ароматизатор, идентичный натуральному, «Ванильно-сливочный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,5  г; ЖИРЫ – 32,0 г; УГЛЕВОДЫ – 55,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 530 ККАЛ/2220 кДж ГОСТ 4570-93";112.10 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848119;https://24-ok.ru/images/lots/2017_lots/02/11/05/37/88512/a42b4b14465a7d3ab388b185ee6263d1.jpg;500
Конфеты Енисейские вз;;141.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848118;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/7b2864493c280aa80475d8d1c697d428.jpg;500
Конфеты Красноярские диабетические вз;"Неглазированные конфеты прямоугольной формы. Состоят из пралине на сорбите.СОСТАВ:  сорбит, жир кондитерский, сыворотка сухая молочная, какао – порошок, вафельная крошка (мука пшеничная, масло растительное, соль пищевая, разрыхлитель-гидрокарбонат натрия,  эмульгатор — лецитин соевый), ядро ореха кешью жареное тертое.В 100 г конфет содержится: СОРБИТ – 33 г; ЖИРЫ – 36 г; ОБЩИЙ САХАР В ПЕРЕСЧЕТЕ НА САХАРОЗУ – 5 г.Суточная доза потребления сорбита — не более 30 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 550 ККАЛ/2300 кДж ОСТ 18-129-81УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";162.40 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848116;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/02f53ebbed0707243635c1b2051c05c3.jpg;500
Конфеты Краскоша с коровкой на лужайке вз;;127.30 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848115;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/5f1a90a1865c591e44bdce204a0a54b5.jpg;500
Конфеты Чернослив в шоколаде вз;"СОСТАВ: чернослив, шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному, «Ванилин»), ядро грецкого ореха, сахар-песок.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  6,0 г; ЖИРЫ – 17,0 г; УГЛЕВОДЫ – 49,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  370 ККАЛ/1550 кДж ГОСТ   4570-93СЛОВИЯ ХРАНЕНИЯ: хранить при температуре (18±3)°С и относительной влажности воздуха не более 75%, избегать попадания  прямых солнечных лучей";321.05 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848110;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/e3be86721f66435cba9d0c97aae18965.jpg;500
Конфеты Симонель вз;;136.85 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848103;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/a898c55d7b2e414e7058424486f4e539.jpg;500
Конфеты Краскошино загорье 2.0 вз г-к (в носок);"Конфета, покрытая натуральной шоколадной глазурью. Любители сладостей по достоинству оценят нежность томлёного сгущённого молока в сочетании с оригинальным вкусом мака.СОСТАВ: сахар, молоко сгущенное с сахаром, шоколадная глазурь (сахар, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин, ароматизатор пищевой «Ванилин»), патока, масло из коровьего молока, мак,  ароматизатор пищевой «Молочная карамель». ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 12,0 г; УГЛЕВОДЫ – 73,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 410  ККАЛ/1720 кДж ГОСТ 4570, ТР ТС 021/2011";167.84 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848102;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/232ab0eaa30c4608375a6fbd38b57036.jpg;500
Конфеты Багира 2.0 вз г-к;"Глазированные шоколадной глазурью конфеты с пралиновым корпусом и ароматом сгущенного молока.СОСТАВ:  сахар, шоколадная глазурь (сахар, какао тертое, какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пий «Ванилин»), жир кондитерский, мука ржаная (обжаренная), сыворотка молочная сухая, какао-порошок, ядро ореха фундука жареное дробленое, эмульгатор — лецитин соевый, ароматизатор пищевой «Молоко сгущенное».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,0  г; ЖИРЫ – 33,0 г; УГЛЕВОДЫ –57,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 540 ККАЛ/2260 кДж ГОСТ 4570, ТР ТС 021/2011УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.Картинка не соответствует";192.68 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848096;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/4d8ce1a2e2380658c62e77852444b30c.jpg;500
Конфеты Саянские поля вз;;167.80 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848094;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/6681e326290c971f16d033cf423a3ac4.jpg;500
Конфеты Саянские шоколадные вз;"Это новая идея уже полюбившимся многим сластёнам фирменных конфет «Саянских». Данные шоколадные конфеты имеют также сбивную начинку с добавлением сюда  дробленных ядер грецкого ореха.СОСТАВ:  сахар, шоколадная глазурь (сахар, какао тертое,  какао-порошок, эквивалент масла какао, эмульгатор — лецитин соевый, ароматизатор пищевой «Ванилин»), патока, молоко сгущенное с сахаром, какао-порошок, ядро дробленное грецкого ореха, пенообразователь - яичный белок восстановленный, желирующий агент — агар, ароматизаторы пищевые: «Грецкий орех», «Тоффи шоколадный», «Миндаль»; регулятор  кислотности - кислота лимонная.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  3,0 г; ЖИРЫ –  11,0 г; УГЛЕВОДЫ –  72,0  г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 410 ККАЛ/1720 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";224.40 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848091;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/6e764996c06ba6be00ed00f8fe2454dc.jpg;500
Конфеты Саянские вз;;179.80 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848090;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/8adeda82403249073c644508f1bc76e3.jpg;500
Конфеты Краскоша на верблюде вз;;231.40 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848087;https://24-ok.ru/images/lots/2017_lots/02/11/04/04/88512/d973398c9cbc6a2f7fbe7c61c439affd.jpg;500
Конфеты Снежная буря вз;;227.82 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848086;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/dd5275689716a23fde1e9689e0ba3ecf.jpg;500
Конфеты Саянские ночи вз;;246.89 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848085;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/2cc4a53d7f80bd4e0257bba0bd4494d2.jpg;500
Конфеты Клён кудрявый вз;;227.50 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848084;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/e48b0093ed89e6bb859750ec1a6fe108.jpg;500
Конфеты Краскоша друг белочки вз;;300.65 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848083;https://24-ok.ru/images/lots/2017_lots/02/13/06/21/88512/0e6509014798e50dcbdf4d86fb0a7897.jpg;500
Конфеты Краскоша в столице вз;;432.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848081;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/8ae1c8efaf9ddae18eb85b0834049eb5.jpg;500
Конфеты Багира музыкальная вз;;129.90 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848080;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/dd274b993350d11905a5111f5a530bcf.jpg;500
Конфеты Красноярские рассветы вз;"Оболочка здесь представлена также натуральным тёмным шоколадом, а начинка — уже светлая с оттенком утренней зари, выполненная на основе молочной помады «крем-брюле» с лёгким абрикосовым ароматом. СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), молоко сгущенное с сахаром, сахар-песок, патока крахмальная, масло из коровьего молока, алкоголь (спирт этиловый пищевой), жир специального назначения, регулятор кислотности - кислота лимонная Е330, ароматизатор, идентичный натуральному «Абрикосовый», краситель пищевой «Аннато» E160b.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,0 г; ЖИРЫ – 22,0 г; УГЛЕВОДЫ – 63,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   470 ККАЛ/1970 кДж ГОСТ 4570-93";254.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848077;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/4e1c23c62f332f1939af4b82366cf1ef.jpg;500
Конфеты Красноярские закаты вз;"Оболочка выполнена из  белого натурального шоколада с начинкой, напоминающей мякоть спелого банана с приятным соответствующим вкусом  и ароматом спелых бананов с лёгкой  хрустинкой, обусловленной добавлением молотых хрустящих вафелек.СОСТАВ:  белая шоколадная глазурь (сахар-песок, какао-масло, сухие молочные продукты, эквивалент какао-масла, эмульгатор Е476, краситель Е160А), полуфабрикат — начинка (сахар-песок, какао-масло, жиры специального назначения, молоко сухое обезжиренное, молоко цельное сухое, эмульгатор — лецитин Е322), вафли молотые (мука пшеничная, масло растительное, эмульгатор -  лецитин Е322, соль пищевая, сода пищевая), эмульгатор — лецитин Е322, краситель пищевой  E160b, регулятор кислотности - кислота лимонная Е330, ароматизатор, идентичный натуральному «Банановый». ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,5 г; ЖИРЫ – 34,0 г; УГЛЕВОДЫ – 52,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   530 ККАЛ/2220 кДж ГОСТ 4570-93";254.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848076;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/3260597a0cfc911f92d4b188c58355f8.jpg;500
Конфеты Тесоро вишневый вз;"Формовые фирменные конфеты прямоугольной небольшой  откалиброванной формы с выгравированной коронкой на поверхности. Выпускаются на фабрике с января 2012 года. Конфеты обладают выраженным приятным вкусом и ароматом спелой вишни, а пикантность начинке придают добавленные сюда обжаренные дроблённые лесные орешки.СОСТАВ: шоколадная глазурь (сахар, какао тертое, какао-масло, эквивалент масла какао, какао-порошок, эмульгатор — лецитин, ароматизатор пищевой «Ванилин»), полуфабрикат - кондитерская начинка (сахар, жир специального назначения, молоко сухое обезжиренное, эквивалент какао-масла, эмульгатор — лецитин, ароматизатор пищевой «Ванильно-сливочный», антиокислитель Е306), вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин ), ядро ореха фундука жареное дробленное, какао-порошок, ароматизатор пищевой «Вишневый», регулятор кислотности - кислота лимонная, краситель пищевой Е120.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,0 г; ЖИРЫ – 33,0 г; УГЛЕВОДЫ – 55,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  530  ККАЛ/2220 кДж ГОСТ  4570-93, ТР ТС 021/2011.";157.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848074;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/f6b59897b6ddfe2d3bf8221149892883.jpg;500
Конфеты Багира шоколадная вз;;201.50 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848073;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/15a9ef0d9893ca33050b398825f434dc.jpg;500
Конфеты Манна вз;"Шоколадные конфеты прямоугольной, несколько усечённой формы. Их отличительная особенность состоит в том, что шоколадная оболочка здесь представлена белым натуральным шоколадом. Начинка же тёмная кремовая с нежнейшим вкусом и ароматом земляники, пикантность которой подчёркивает добавленное сюда обжаренное семя кунжута, как имитация маленьких зёрнышек земляники.СОСТАВ: белая шоколадная глазурь (сахар-песок, какао-масло, сухие молочные продукты, эквивалент какао-масла, эмульгатор Е476, краситель пищевой Е160А), полуфабрикат кондитерский — начинка (сахар-песок, какао-масло, жир специального назначения,  сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизатор, идентичный натуральному, «Ванилин»), какао-порошок, семя кунжута жареное, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), ароматизатор, идентичный натуральному, «Земляника», эмульгатор — лецитин Е322.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 6,0 г; ЖИРЫ –  35,0 г; УГЛЕВОДЫ –  49,0  г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 540 ККАЛ/2260 кДж ГОСТ 4570-93";257.04 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848071;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/50ad7471b60d374aad279a830c317abc.jpg;500
Конфеты Краскошино шоу вз;;222.60 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848070;https://24-ok.ru/images/lots/2014_lots/09/20/07/53/25273/f70d196754cff4f41bf1f8296226c3f1.jpg;500
Конфеты Тесоро жгучий шоколад вз;"Разительно отличаются от всех конфет содержанием в начинке натурального молотого чёрного перца. Его сочетание в нежной кондитерской начинке с алкоголем придаёт конфетам незабываемый пикантный вкус.СОСТАВ: шоколадная глазурь (сахар-песок, какао тертое, эквивалент масла какао, какао-порошок, какао-масло, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному, «Ванилин»), начинка - полуфабрикат кондитерская масса (сахар-песок, жир специального назначения, молоко сухое обезжиренное, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, антиокислитель Е306, ароматизатор, идентичный натуральному, «Ванильно-сливочный»), алкоголь (спирт этиловый пищевой), какао-порошок, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), перец черный молотый, ароматизаторы, идентичные натуральным: «Чили», «Какао», регулятор кислотности — кислота лимонная Е330.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,0 г; ЖИРЫ – 34,0 г; УГЛЕВОДЫ – 52,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   530 ККАЛ/2220 кДж";157.20 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848069;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/ff7185eb0108950485c8747c647739bc.jpg;500
Конфеты Краскоша-любитель оршада вз;;272.04 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848068;https://24-ok.ru/images/lots/2017_lots/02/13/01/09/88512/1a5ec92ad76ea54c79cc93f3f387e19f.jpg;500
