наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;Вес
Конфеты Саянале шоколадный пломбир;"Формовые шоколадные конфеты прямоугольной формы с кондитерской начинкой.СОСТАВ: шоколадная глазурь, полуфабрикат кондитерский на основе растительных жиров и сухих молочных продуктов, спирт этиловый пищевой ректификованный, кислота лимонная, эмульгатор - лецитин соевый, ароматизатор пищевой ""Пломбир"".ПИЩЕВАЯ ЦЕННОСТЬ 100 г:  белки 5,5 г; жиры 37 г; углеводы 51 г. ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 г: 555 ккал/2320 кДж.Выполены по ГОСТ 4570.";188.55 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848250;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/f2b296bd77bb71dd2e9c5500fc023e16.jpg;500
Конфеты Саянале шоколадный пломбир;"Формовые шоколадные конфеты прямоугольной формы с кондитерской начинкой.СОСТАВ: шоколадная глазурь, полуфабрикат кондитерский на основе растительных жиров и сухих молочных продуктов, спирт этиловый пищевой ректификованный, кислота лимонная, эмульгатор - лецитин соевый, ароматизатор пищевой ""Пломбир"".ПИЩЕВАЯ ЦЕННОСТЬ 100 г:  белки 5,5 г; жиры 37 г; углеводы 51 г. ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 г: 555 ккал/2320 кДж.Выполены по ГОСТ 4570.";78.40 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848249;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/43ef56e293c6f559765dce0fe77598cf.jpg;200
Конфеты Саянале со вкусом халвы;"Шоколадные формовые конфеты с начинкой на основе массы типа ""пралине"".СОСТАВ: шоколадная глазурь, сахар, ядро арахиса жареное тёртое, вафельная крошка, эквивалент какао-масла, карамельная крошка (сахар, патока), какао-порошок, эмульгатор - лецитин соевый, ароматизатор пищевой ""Халва"".ПИЩЕВАЯ ЦЕННОСТЬ 100 г: белки 8,0 г; жиры 31,0 г; углеводы 54,0 г.  ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 г: 530 ккал/2220 кДж.Выполнены по ГОСТ 4570.";157.70 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848248;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/67efbb97a024de79c59696f683f66019.jpg;500
Конфеты Саянале со вкусом халвы;"Шоколадные формовые конфеты с начинкой на основе массы типа ""пралине"".СОСТАВ: шоколадная глазурь, сахар, ядро арахиса жареное тёртое, вафельная крошка, эквивалент какао-масла, карамельная крошка (сахар, патока), какао-порошок, эмульгатор - лецитин соевый, ароматизатор пищевой ""Халва"".ПИЩЕВАЯ ЦЕННОСТЬ 100 г: белки 8,0 г; жиры 31,0 г; углеводы 54,0 г.  ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 г: 530 ккал/2220 кДж.Выполнены по ГОСТ 45";71.61 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848247;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/0a10a93eb6c2ac8502876cd0a084b97b.jpg;200
Конфеты Саянале клубничный;;270.30 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848246;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/e7c52543bd0b6a527deb82717d7884a0.jpg;500
Конфеты Радость в ладошке с ароматом черёмухи;;176.90 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848245;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/132f4d73a4d52124d963dc6a11b126ac.jpg;500
Конфеты Радость в ладошке молочно-шоколадная 0.2 фас (в саше;"Шоколадные конфеты с добавлением в начинку какао-порошка и дроблёных обжаренных ядер ореха. СОСТАВ: молочная шоколадная глазурь (сахар-песок, какао тертое, какао-масло, молоко сухое цельное, эквивалент какао-масла, какао-порошок, эмульгатор — лецитин Е322,  ароматизатор, идентичный натуральному «Ванилин»), полуфабрикат кондитерский - начинка (сахар-песок, жир специального назначения, молоко сухое обезжиренное, эквивалент какао-масла, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванильно-сливочный», антиокислитель Е306),  какао-порошок, ядро ореха миндаля жареное дробленое, карамельная крошка (сахар-песок, патока крахмальная), кокосовое масло, ароматизатор, идентичный натуральному «Амаретто».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  4,5 г; ЖИРЫ – 33,0  г; УГЛЕВОДЫ –  52,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 530 ККАЛ/2220 кДж ГОСТ  4570-93";82.93 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848243;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/d89a23331c1db3c86c7cee5d73a1a0d2.jpg;200
Конфеты Радость в ладошке молочно- шоколадная;"Шоколадные конфеты с добавлением в начинку какао-порошка и дроблёных обжаренных ядер ореха. СОСТАВ: молочная шоколадная глазурь (сахар-песок, какао тертое, какао-масло, молоко сухое цельное, эквивалент какао-масла, какао-порошок, эмульгатор — лецитин Е322,  ароматизатор, идентичный натуральному «Ванилин»), полуфабрикат кондитерский - начинка (сахар-песок, жир специального назначения, молоко сухое обезжиренное, эквивалент какао-масла, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванильно-сливочный», антиокислитель Е306),  какао-порошок, ядро ореха миндаля жареное дробленое, карамельная крошка (сахар-песок, патока крахмальная), кокосовое масло, ароматизатор, идентичный натуральному «Амаретто».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  4,5 г; ЖИРЫ – 33,0  г; УГЛЕВОДЫ –  52,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 530 ККАЛ/2220 кДж ГОСТ  4570-93";195.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848242;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/f048b8c499a60e2046f3d08778b39013.jpg;500
Конфеты Ореховый букет;"Фирменное изделие фабрики. Шоколадные  конфеты с нежной кремовой начинкой содержащей в себе целый букет ореховых ядер и вкусов. Это ценные по своему химическому составу и питательным свойствам дроблённые ядра кешью и грецкого ореха.СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), полуфабрикат кондитерский-начинка (сахар-песок, какао-масло,  жир специального назначения, сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизатор, идентичный натуральному  «Ванилин»), какао-тертое,  ядро ореха фундука жареное дробленое,  дробленое ядро грецкого ореха, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), эмульгатор — лецитин Е322, ароматизаторы, идентичные натуральным: «Грецкий орех», «Ваниль ореховая», «Миндаль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,5  г; ЖИРЫ – 36,0  г; УГЛЕВОДЫ – 48,0    г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   540 ККАЛ/2260 кДж ГОСТ 4570-93";198.95 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848241;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/3306715aca80f7c04fca8caed9cc8864.jpg;500
Конфеты Ореховый букет;"Фирменное изделие фабрики. Шоколадные  конфеты с нежной кремовой начинкой содержащей в себе целый букет ореховых ядер и вкусов. Это ценные по своему химическому составу и питательным свойствам дроблённые ядра кешью и грецкого ореха.СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), полуфабрикат кондитерский-начинка (сахар-песок, какао-масло,  жир специального назначения, сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизатор, идентичный натуральному  «Ванилин»), какао-тертое,  ядро ореха фундука жареное дробленое,  дробленое ядро грецкого ореха, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), эмульгатор — лецитин Е322, ароматизаторы, идентичные натуральным: «Грецкий орех», «Ваниль ореховая», «Миндаль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,5  г; ЖИРЫ – 36,0  г; УГЛЕВОДЫ – 48,0    г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   540 ККАЛ/2260 кДж ГОСТ 4570-93";82.62 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848240;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/49e26fa2e21f43d0d9fa3bf6e8fbb8d0.jpg;200
Конфеты Манна;"Шоколадные конфеты прямоугольной, несколько усечённой формы. Их отличительная особенность состоит в том, что шоколадная оболочка здесь представлена белым натуральным шоколадом. Начинка же тёмная кремовая с нежнейшим вкусом и ароматом земляники, пикантность которой подчёркивает добавленное сюда обжаренное семя кунжута, как имитация маленьких зёрнышек земляники.СОСТАВ: белая шоколадная глазурь (сахар-песок, какао-масло, сухие молочные продукты, эквивалент какао-масла, эмульгатор Е476, краситель пищевой Е160А), полуфабрикат кондитерский — начинка (сахар-песок, какао-масло, жир специального назначения,  сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизатор, идентичный натуральному, «Ванилин»), какао-порошок, семя кунжута жареное, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), ароматизатор, идентичный натуральному, «Земляника», эмульгатор — лецитин Е322.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 6,0 г; ЖИРЫ –  35,0 г; УГЛЕВОДЫ –  49,0  г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 540 ККАЛ/2260 кДж ГОСТ 4570-93";106.90 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848239;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/d66571adb331e4a1a8e6bee1a240cad1.jpg;200
Конфеты Красноярские ночи;"С оболочкой из тёмного натурального шоколада и нежной шоколадной начинки. Технология её приготовления впервые разработана и освоена для данных конфет технологами фабрики. Шоколад находится здесь в необычном для него агрегатном состоянии, с мягко подчёркнутым ванильно-сливочным вкусом. СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), сахар-песок, молоко сгущенное с сахаром, патока крахмальная, масло из коровьего молока, алкоголь (спирт этиловый пищевой), ароматизатор, идентичный натуральному «Ванильно-сливочный», консервант - сорбат калия Е202.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,5 г; ЖИРЫ – 25,0 г; УГЛЕВОДЫ – 58,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   470 ККАЛ/1970 кДж ГОСТ 4570-93";254.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848238;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/b51c9a23fb434f1e19bb6798ea02a854.jpg;500
Конфеты Красноярские вечера;"Здесь оболочка представлена белым натуральным шоколадом, а начинка нежнейшей шоколадной кремовой начинкой тёмно-коричневого цвета с ярко-выраженным шоколадно-сливочным вкусом с  благородными тонкими оттенками миндаля.  СОСТАВ:  белая шоколадная глазурь (сахар-песок, какао-масло, сухие молочные продукты, эквивалент какао-масла, эмульгатор Е476, краситель Е160А), полуфабрикат — начинка (сахар-песок, какао-масло, жиры специального назначения, молоко сухое обезжиренное, молоко цельное сухое, эмульгатор — лецитин Е322), какао-порошок, ядро фундука жареное дробленое, кокосовое масло, ароматизаторы, идентичные натуральным: «Ванильно-сливочный», «Миндаль»; эмульгатор — лецитин Е322.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 6,0 г; ЖИРЫ – 36,0 г; УГЛЕВОДЫ – 47,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   540 ККАЛ/2260 кДж ГОСТ 4570-93";254.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848237;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/84eb4aaa30936dfbae4cee4f1a915c91.jpg;500
Конфеты Краскошино шоу 0.2 фас;"Шоколадные конфеты с нежной  начинкой на жировой основе с          добавлением дробленого ореха фундука и молотых вафель. Имеют приятный сливочно-шоколадный вкус.СОСТАВ: шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), полуфабрикат кондитерский - начинка (сахар-песок, какао-масло, жир специального назначения, сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизаторы, идентичные натуральным: «Ванилин», «Айриш крим»), ядро ореха фундука жареное дробленое, какао-порошок, вафли молотые (мука пшеничная, масло растительное, соль, сода, эмульгатор — лецитин Е322).ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  7,0 г; ЖИРЫ – 37,0  г; УГЛЕВОДЫ –  49,0г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   560 ККАЛ/2340 кДж ГОСТ 4570-93";98.94 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848236;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/7fa4f86ce7d4b0eda7cc5e9f833cf3cc.jpg;200
Конфеты Краскоша-любитель оршада;"Шоколадные конфеты с начинкой на основе какао-масла, имеющей приятный благородный вкус и аромат миндаля.  А добавление в начинку вафельной крошки придаёт ей пикантный и интересный оттенок. СОСТАВ: шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент какао-масла, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному, «Ванилин»), полуфабрикат кондитерский — начинка (сахар-песок, жир специального назначения, молоко сухое цельное, молоко сухое обезжиренное, эквивалент какао-масла, сыворотка сухая молочная, эмульгатор — лецитин Е322, эмульгатор Е476, антиокислитель Е306, ароматизатор, идентичный натуральному, «Сливочный»), вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин Е322), эмульгатор — лецитин Е322, ароматизатор, идентичный натуральному, «Миндаль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 6,0 г; ЖИРЫ –  37,0 г; УГЛЕВОДЫ – 52,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  560  ККАЛ/2340 кДж ГОСТ 4570-93";115.47 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848235;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/ccbd4b4ba6bb154cf312afcc70a9af8b.jpg;200
Конфеты Керман-фисташковое молочко;"Шоколадные конфеты с начинкой на основе какао масла, имеющей приятный благородный вкус и аромат фисташки. А добавление в начинку жареного дробленого ореха фундука придаёт ей пикантный и интересный оттенок.СОСТАВ: полуфабрикат кондитерский-начинка (сахар-песок, какао-масло, жир специального назначения, сыворотка сухая молочная, эмульгатор — лецитин Е322, ароматизаторы, идентичные натуральным: «Ванилин», «Фисташка»), шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному, «Ванилин»), ядро ореха фундука жареное дробленое, эмульгатор — лецитин Е322, краситель пищевой Е142.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –     6,0 г; ЖИРЫ –  38,0  г; УГЛЕВОДЫ –  50,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  570  ККАЛ/2390 кДж";115.47 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848234;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/6c661c0c99d33da3eab9305979566ccc.jpg;200
Конфеты Багира шоколадная 0.2 фас;"Шоколадные конфеты с нежной молочно-шоколадной начинкой с добавлением дробленого лесного ореха, вкус которого подчёркнут очаровательным вкусом ромовой ванили.Состав: шоколадная глазурь, сахар-песок, молоко сгущенное с сахаром, патока крахмальная, ядро ореха фундука жареное дробленое, пюре цитрусовое, жир специального назначения,  спирт этиловый ректификованный, консервант - сорбат калия, ароматизаторы пищевые: «Фундук», «Ромовая ваниль».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –  4,0 г; ЖИРЫ – 28,0  г; УГЛЕВОДЫ –  56,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:   490 ККАЛ/2050 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";83.84 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848233;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/e6923fd3566427909cfee4509ded9f01.jpg;200
Конфеты Ассорти Красконовское с шоколадной начинкой;"Шоколадные конфеты куполообразной формы с фигурным шоколадным офомлением. В состав начинки дополнительно входит натуральная шоколадная глазурь, яблочное пюре и алкоголь, а аромат апельсина очень удачно подчёркивает и выделяет данную композицию.  СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), сахар-песок, патока крахмальная, молоко сгущенное с сахаром, пюре яблочное, алкоголь (спирт этиловый пищевой), жир специального назначения, какао-порошок, консервант - сорбат калия Е202, ароматизатор, идентичный натуральному «Апельсиновый».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,5  г; ЖИРЫ – 23,0 г; УГЛЕВОДЫ –58,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 460  ККАЛ/1920 кДж ГОСТ 4570-93";195.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848232;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/13ea4e0b39d925466f2ed26f208eb304.jpg;500
Конфеты Ассорти Красконовское с помадно-шоколадной начин;"Шоколадные конфеты куполообразной формы с фигурным шоколадным офомлением. Начинка также выполнена на основе молочной помады с добавлением какао-порошка и алкоголя, имеет ярковыраженный вкус и аромат шоколадного рома.СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), сахар-песок, молоко сгущенное с сахаром, патока крахмальная, кокосовое масло, какао-порошок, алкоголь (спирт этиловый пищевой), ароматизатор, идентичный натуральному «Ром».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,0  г; ЖИРЫ – 23,0 г; УГЛЕВОДЫ –61,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 470  ККАЛ/1970 кДж ГОСТ 4570-93";238.38 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848231;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/d3b0d590b9f52d0a7640a9793e3f6de7.jpg;500
Конфеты Ассорти Красконовское с помадно-сливочной начинкой;"Шоколадные конфеты куполообразной формы с фигурным шоколадным офомлением. Начинка имеет нежную консистенцию, выполнена на основе молочной помады с добавлением алкоголя, отличается приятным сливочно-ванильным вкусом. СОСТАВ:  шоколадная глазурь (сахар-песок, какао тертое, какао-масло, какао-порошок, эквивалент масла какао, эмульгатор — лецитин Е322, эмульгатор Е476, ароматизатор, идентичный натуральному «Ванилин»), сахар-песок, молоко сгущенное с сахаром, патока крахмальная,  жир специального назначения,алкоголь (спирт этиловый пищевой), ароматизатор, идентичный натуральному «Ванильно-сливочный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 4,0 г; ЖИРЫ – 22,0 г; УГЛЕВОДЫ –63,0г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 470 ККАЛ/1970 кДж ГОСТ 4570-93";238.38 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848230;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/eaf1cd71e9e0e8bfc4fe3f86dde2f9f2.jpg;500
Конфеты Премьера сезона;"Неглазированные конфеты, выполненные на основе молочной помады с добавлением сливочного масла и какао-порошка. Конфеты имеют приятный классический шоколадно-сливочный вкус и аромат. СОСТАВ:  сахар, молоко сгущенное с сахаром, патока, какао-порошок,  масло из коровьего молока, ароматизатор пищевой «Ванильно-сливочный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 5,0 г; УГЛЕВОДЫ –  82,0  г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 380  ККАЛ/1590 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";99.92 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848229;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/145dced012c17933c8499a7b382a8559.jpg;500
Конфеты Премьера сезона 0.2 фас;"Неглазированные конфеты, выполненные на основе молочной помады с добавлением сливочного масла и какао-порошка. Конфеты имеют приятный классический шоколадно-сливочный вкус и аромат. СОСТАВ:  сахар, молоко сгущенное с сахаром, патока, какао-порошок,  масло из коровьего молока, ароматизатор пищевой «Ванильно-сливочный».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 3,0 г; ЖИРЫ – 5,0 г; УГЛЕВОДЫ –  82,0  г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 380  ККАЛ/1590 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";40.70 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848228;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/814f5b701162697ab1b9bf640f30616d.jpg;200
Конфеты Краскоша заводной вз;"СОСТАВ: сахар-песок, жир специального назначения, мука пшеничная 2 сорт (обжаренная), молоко сухое цельное, сыворотка сухая молочная, какао-порошок, ароматизаторы, идентичные натуральным: «Миндаль», «Вафли»; эмульгатор — лецитин Е322.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ –   3,0 г; ЖИРЫ – 31,0 г; УГЛЕВОДЫ –  61,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:    530,0 ККАЛ/2220 кДж ГОСТ 4570-93";89.00 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848227;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/ae5b49c767cb3dffe69e1bd6825442ac.jpg;500
Конфеты Краскончики вз;"Конфеты неглазированные на основе арахиса и какао-порошка с добавлением воздушного риса.СОСТАВ: сахар-песок, жир специального назначения, ядро арахиса жареное тертое, мука пшеничная  (обжаренная), сыворотка сухая молочная, воздушный рис, какао-порошок, ароматизатор пищевой «Вафли», эмульгатор — лецитин соевый.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,5 г; ЖИРЫ – 32,0 г; УГЛЕВОДЫ – 50,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 500 ККАЛ/2090 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";92.16 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848226;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/495159c349d402746e35705c1a5c64d1.jpg;500
Конфеты Краскончики 0.2 фас;"Конфеты неглазированные на основе арахиса и какао-порошка с добавлением воздушного риса.СОСТАВ: сахар-песок, жир специального назначения, ядро арахиса жареное тертое, мука пшеничная  (обжаренная), сыворотка сухая молочная, воздушный рис, какао-порошок, ароматизатор пищевой «Вафли», эмульгатор — лецитин соевый.ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 5,5 г; ЖИРЫ – 32,0 г; УГЛЕВОДЫ – 50,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г: 500 ККАЛ/2090 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых";38.15 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848225;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/0e2eb8df7ea8c001727a3a4c33ad45cb.jpg;200
Конфеты Енисейские морозы 0.2 фас;"Неглазированные конфеты круглого или прямоугольного сечения. Корпус состоит из пралине с добавлением вфельной крошки.СОСТАВ:  сахар-песок, вафли молотые (мука пшеничная, масло растительное, соль пищевая, сода пищевая, эмульгатор — лецитин соевый), жир кондитерский, ядро арахиса жареное тертое, какао-порошок, ароматизатор пищевой «Коньяк с ромом».ПИЩЕВАЯ ЦЕННОСТЬ 100 Г: БЕЛКИ – 8,0 г; ЖИРЫ –  29,0 г; УГЛЕВОДЫ – 58,0 г.ЭНЕРГЕТИЧЕСКАЯ ЦЕННОСТЬ 100 Г:  530 ККАЛ/2220 кДж ГОСТ 4570УСЛОВИЯ ХРАНЕНИЯ: Хранить в сухом прохладном месте при температуре воздуха (18±3)С и относительной влажности воздуха не более 75%,  избегать попадания  прямых солнечных лучей.";35.50 ;13;https://24-ok.ru/catalog_new.php?catalog_id=2637994&lot_id=327848224;https://24-ok.ru/images/lots/2016_lots/04/05/10/56/59452/416844bd5f826317c412115cccb8eccc.jpg;200
